key	ERR5006263
23707	5.756892230576441
13148	5.513739545997611
30973	7.051282051282051
30974	5.844221105527638
20469	12.516666666666667
20470	8.801097393689986
20471	3.925925925925926
15437	7.193502824858757
603	29.24757281553398
604	38.27916666666667
605	31.32730923694779
606	40.51035781544256
607	35.993011879804335
2106	4.206390328151986
7832	9.791423001949317
7833	7.688888888888889
7831	7.983460559796438
30502	9.990196078431373
30503	5.591567852437418
2820	9.381443298969073
15531	6.0
15532	8.512027491408935
15533	6.515151515151516
41798	3.6550522648083623
2940	5.228571428571429
2941	14.13170731707317
2942	8.343434343434344
5652	6.115646258503402
5653	6.757045675413022
5654	2.3076923076923075
10593	11.95483870967742
35907	6.859213250517598
35905	28.952298850574714
35906	12.697172619047619
15188	10.579642579642579
22517	23.652647975077883
22518	27.333333333333332
22519	23.238095238095237
22811	6.298534798534798
22812	4.4646464646464645
36081	12.326451226810294
23528	158.65388127853882
7896	8.356902356902356
7893	24.141456582633054
7894	25.285245901639342
7895	27.273224043715846
33400	5.484304932735426
33399	6.877742946708464
17059	6.143589743589744
37404	10.561571125265393
37403	7.2631578947368425
38094	5.668246445497631
38095	5.890873015873016
33918	5.055072463768116
33919	7.943152454780361
33920	3.9743589743589745
10354	3.041176470588235
32881	7.7631792376317925
32882	8.828703703703704
32883	2.746031746031746
30403	78.98591549295774
41266	21.73913043478261
20755	22.371134020618555
20756	24.473498233215548
34380	7.238095238095238
34381	5.072271386430678
26044	1.435897435897436
26045	19.17892156862745
26046	25.57169459962756
26047	7.524242424242424
12202	2.6392857142857142
12203	7.978114478114478
35971	9.45792349726776
35972	7.367195767195767
35973	12.733480176211454
35970	7.040404040404041
26602	5.049531459170013
26603	5.457854406130268
26604	4.661016949152542
5560	9.391666666666667
5559	24.043818466353677
6636	3.9864864864864864
35387	5.53030303030303
35388	5.3681592039801
40261	4.325268817204301
40262	4.2361466325660695
15857	13.536193029490617
6298	3.6143790849673203
6299	6.590443686006826
31326	9.98315282791817
31327	5.59106529209622
41379	9.061452513966481
26149	4.555555555555555
26150	7.935941043083901
38939	3.7015873015873018
38940	5.50367107195301
41227	1.6097560975609757
41228	7.035087719298246
23357	3.5023474178403755
23358	6.34453781512605
23359	7.134986225895317
7675	10.262536873156343
7676	7.361607142857143
7677	6.197530864197531
3565	3.569154228855721
861	8.250351617440225
862	11.083495145631067
863	5.379310344827586
39774	9.398880895283773
39775	14.180392156862744
25875	11.573192239858907
25876	14.031520882584712
5932	1.7755102040816326
5933	53.54545454545455
5934	168.66206896551725
14167	3.846307385229541
9553	5.2669789227166275
3403	5.738396624472574
3404	4.8920634920634924
30828	6.0633333333333335
7575	11.102625298329356
7572	7.997963340122199
7573	8.29265091863517
7574	8.688372093023256
23499	3.4149659863945576
23500	3.33974358974359
23501	3.4311926605504586
34555	4.1454545454545455
34556	3.946830265848671
42422	10.683333333333334
39530	7.742043551088777
39531	7.734299516908212
39532	7.203875968992248
39533	10.05922165820643
37253	20.19047619047619
37254	24.49623352165725
13033	4.998484848484848
20354	7.255765199161425
20355	9.036303630363037
21558	14.375661375661375
21559	11.2
21560	5.066210045662101
21561	10.534883720930232
21562	9.4739336492891
21563	13.87431693989071
21564	11.021367521367521
21565	12.517241379310345
21566	16.32078853046595
21567	10.863453815261044
21568	15.962264150943396
21569	15.007751937984496
21570	13.441947565543071
21571	15.437908496732026
21572	13.011695906432749
21573	17.565573770491802
21574	17.44814814814815
21575	14.520325203252032
21576	15.674242424242424
21557	5.0606060606060606
5699	8.271929824561404
5700	7.313782991202346
24014	20.931623931623932
24015	4.583333333333333
17322	8.24731182795699
3236	23.536771728748807
6874	10.091397849462366
13442	9.447858472998139
34705	0.775
32975	5.548660084626234
26430	3.7083333333333335
26431	36.00181488203267
33871	8.119623655913978
21122	3.6704545454545454
33584	13.776190476190477
33585	31.553656220322885
33586	17.661290322580644
41436	6.846464646464646
41437	16.840579710144926
27302	7.182017543859649
27303	4.037037037037037
4647	5.01360544217687
4645	4.243589743589744
4646	5.946078431372549
18797	5.1066666666666665
18798	9.519965277777779
18799	8.653558052434457
17227	5.912878787878788
17228	3.1125541125541125
31360	14.54368932038835
31358	8.733333333333333
31359	13.237442922374429
29395	9.673728813559322
29396	9.177304964539006
42253	10.949943117178613
26004	25.6260162601626
38945	4.310077519379845
38500	5.888278388278389
21257	2.254166666666667
21258	2.7351190476190474
13511	3.696969696969697
8303	17.285416666666666
8304	7.672275641025641
8302	7.297157622739018
38564	8.955238095238096
10410	4.261904761904762
21124	4.324242424242424
21125	1.0
35347	13.471590909090908
20294	275.0055031446541
10727	5.344311377245509
26326	48.963815789473685
7795	7.91421568627451
7796	20.495039682539684
7797	11.099346405228758
5829	6.389908256880734
9905	3.7431693989071038
38683	7.617363344051447
24761	12.921487603305785
24762	6.7407407407407405
41102	6.209621993127148
41103	6.1726190476190474
33491	1.9821428571428572
33492	5.898907103825136
36411	197.95637860082306
39676	7.027536231884058
39677	6.58841732979664
41767	6.303554274735831
16528	3.556701030927835
16527	3.4913419913419914
14769	7.282968089196463
14770	5.663608562691132
14771	5.738955823293173
11382	9.101908241981324
11383	7.477333333333333
11381	7.584070796460177
32929	18.213690476190475
15707	9.719696969696969
15705	19.630801687763714
15706	25.634343434343435
2071	12.694677871148459
2072	11.885714285714286
23922	3.693172690763052
18440	22.63911111111111
18441	33.93127147766323
18442	25.316190476190478
18443	28.877604166666668
18444	8.456349206349206
19026	5.189922480620155
19027	19.37962962962963
19028	43.45333333333333
2044	10.979084967320262
2045	4.099290780141844
42380	4.37037037037037
42381	8.213804713804715
42382	3.967479674796748
28361	150.89970501474926
14924	4.216216216216216
14925	4.333333333333333
14926	8.799840510366826
14927	6.523809523809524
14928	4.169642857142857
14929	8.166666666666666
14930	7.447731755424063
14931	4.896929824561403
762	7.786111111111111
763	1.3873873873873874
19475	47.67684021543985
16054	10.884057971014492
16055	11.699453551912569
5712	2.6309111880046134
5713	6.490196078431373
9935	4.901808785529716
9936	1.7280701754385965
9934	6.414634146341464
3448	5.515555555555555
3566	6.555223880597015
7120	7.264900662251655
7119	22.36813186813187
4934	5.667380442541042
4935	4.7889908256880735
36123	12.657004830917874
36124	12.63071297989031
37601	2.8494152046783627
33748	54.41288782816229
2873	77.03819444444444
41572	12.65891472868217
41573	89.03614457831326
6385	8.011284722222221
1486	2.102222222222222
1487	3.762962962962963
1488	4.129770992366412
1489	7.244935543278085
1490	6.884057971014493
21126	12.943952802359883
34388	18.80773249738767
34389	14.0875
15256	6.73989898989899
15257	10.017683465959328
15258	6.268426842684269
9594	27.957894736842107
9595	29.28654970760234
10329	3.614310645724258
9757	5.401433691756273
11830	8.010876519513756
11831	4.993939393939394
34469	6.184466019417476
24154	6.657996146435453
24155	2.9365079365079363
2147	8.70632911392405
2308	15.887885628291949
42366	7.478535353535354
938	3.9601990049751246
939	2.8376068376068377
937	4.2709551656920075
35112	6.196581196581197
35113	6.188405797101449
35114	1.6666666666666667
12041	5.677813163481953
40087	16.989463601532567
36899	6.286419753086419
36900	11.159574468085106
26801	5.803921568627451
1847	13.867768595041323
1848	8.473639455782314
27780	5.304597701149425
10006	519.3986013986014
17488	58.05128205128205
24666	31.71794871794872
24667	13.136507936507936
10185	6.03954802259887
10186	7.742240215924427
11584	6.9105691056910565
11582	7.208187134502924
11583	9.477386934673367
6920	5.638230647709321
12680	4.392156862745098
14223	16.18877551020408
14222	12.198135198135198
5214	7.136150234741784
5215	5.2573599240265905
21380	16.75599128540305
21381	15.910746812386156
15000	6.792156862745098
15001	8.013145539906104
15002	5.16374269005848
15003	5.429268292682927
26582	5.448087431693989
26583	5.574136008918618
19982	16.02588996763754
17122	3.858974358974359
31699	26.958214624881293
39072	11.501661129568106
39073	9.034440344403444
39074	8.25925925925926
39075	8.361904761904762
39076	7.318397827562797
39066	9.430944963655245
39067	10.910029498525073
39068	11.608034744842563
39069	10.432926829268293
39070	7.191616766467066
39071	10.071301247771837
20820	7.005144032921811
26805	3.1294117647058823
26806	4.885245901639344
26807	4.479166666666667
42120	158.67690875232773
10954	26.285362853628538
10955	24.318181818181817
10956	20.225806451612904
10957	22.72222222222222
10958	25.871951219512194
10959	22.27482269503546
10960	18.428861788617887
24113	2.420289855072464
24114	5.976401179941003
1616	21.27255985267035
1617	30.122004357298476
1618	20.93574297188755
20809	3.6
11781	19.874183006535947
33794	57.0
23580	6.338541666666667
9248	3.7731958762886597
9247	4.132075471698113
18672	7.814890710382514
18673	8.009345794392523
18671	5.121765601217656
29828	51.56039755351682
8972	25.21542940320233
8973	25.11969111969112
9406	9.02991452991453
9407	10.857516339869282
9405	4.133928571428571
27417	4.4613935969868175
27415	4.861423220973783
27416	5.098765432098766
22824	43.05216913783635
10077	26.74712643678161
10194	7.253205128205129
10195	5.683574879227053
3510	7.3274853801169595
3511	6.458823529411765
14691	2.2444444444444445
14692	4.6191806331471135
14693	6.764583333333333
14694	5.280746395250212
14695	4.6326754385964914
14696	5.652777777777778
9137	53.6551724137931
5357	4.307539682539683
5358	2.7846153846153845
20931	2.6236559139784945
20932	7.132478632478633
20933	5.354651162790698
14016	26.64172335600907
14017	54.21104536489152
30216	39.59844054580897
30215	31.612535612535613
16547	83.10187265917602
23169	14.215686274509803
23170	30.533604887983707
15886	9.387024608501118
15887	7.050251256281407
30325	25.55263157894737
6259	2.7295850066934406
15797	27.075555555555557
15798	30.664102564102564
38413	11.998003992015969
8290	15.03052503052503
8291	11.960606060606061
8292	7.869281045751634
11021	9.923076923076923
11022	3.752688172043011
11017	9.840193704600484
11018	11.023941068139964
11019	9.148148148148149
11020	10.635714285714286
5964	4.456709956709957
5965	2.5012820512820513
37561	6.60178117048346
37562	7.437627811860941
30942	6.900485436893204
13285	94.41789577187808
13286	68.56896551724138
23671	7.236245954692556
23672	7.4031936127744515
23670	4.932515337423313
16852	6.071729957805907
16853	8.52051282051282
26308	23.56628787878788
5082	15.249856073690271
24883	6.896739130434782
21146	7.459979736575481
28740	2.6549019607843136
28741	7.289377289377289
28742	9.294444444444444
28743	6.883771929824562
28744	7.525925925925926
28745	8.96135265700483
28746	11.92517006802721
28747	8.348639455782314
28748	7.419664268585132
6624	2.7517241379310344
6623	6.089093701996928
29763	3.323529411764706
29764	9.148054145516074
29765	8.939814814814815
4234	9.15902140672783
4235	15.92442645074224
4236	12.837837837837839
4237	14.473484848484848
4238	13.167637540453075
25557	8.020114942528735
25558	15.914728682170542
25559	15.148681055155876
25560	14.62280701754386
25561	10.003921568627451
25562	15.046448087431694
25563	8.585365853658537
25564	10.193863319386331
35437	19.30928961748634
10423	3.6062378167641325
36417	4.709803921568628
36415	11.181015452538631
36416	11.519025875190259
32554	22.71663244353183
32555	28.881913303437965
32556	23.229166666666668
11608	76.98484848484848
11606	75.35400516795866
11607	70.40298507462687
29455	4.515686274509804
29456	4.255172413793104
29457	4.260416666666667
22000	20.803030303030305
22001	21.520833333333332
22002	3.8771929824561404
21999	17.942528735632184
30054	7.414965986394558
30055	4.273972602739726
24417	4.582089552238806
24418	4.352765321375187
4114	5.854166666666667
4115	7.44574780058651
4116	7.438048245614035
4117	8.455223880597014
24429	16.253839205058718
3157	7.3130755064456725
38408	4.023445463812436
21027	5.8495821727019495
39355	12.296666666666667
39356	22.053763440860216
39357	20.334603174603174
39358	14.387755102040817
39359	11.963894261766603
24991	5.127725856697819
26960	9.161064425770308
23741	4.376119402985075
5505	195.37713894592744
27077	17.752136752136753
27078	31.768270944741534
27076	9.547854785478547
2254	10.313288789903488
32965	6.477855477855478
27425	3.040551500405515
17563	6.591452991452991
17564	4.343234323432343
27849	7.127536231884058
27850	11.4579945799458
42356	11.963190184049079
42357	28.03985507246377
2534	3.4684684684684686
2535	5.0
9876	5.4981884057971016
42127	7.474747474747475
42128	17.6
37804	19.38138138138138
37805	71.95019157088123
34801	1.0
28094	2.9411764705882355
31665	5.932203389830509
41633	5.116666666666666
13832	7.097560975609756
13831	6.331884057971014
26873	78.8804347826087
9214	35.35028248587571
10352	9.367941712204008
10353	9.72
16115	6.101618122977346
10733	7.341563786008231
10734	4.5603864734299515
8822	14.1
8823	5.158045977011494
24784	9.706280193236715
33468	28.282945736434108
37465	3.2826552462526766
38454	3.9780361757105944
38455	4.916666666666667
31923	12.528455284552846
31466	2.57919621749409
38294	3.647286821705426
38295	2.0303030303030303
17553	1.3333333333333333
16052	3.835483870967742
16053	3.246969696969697
38224	6.328151986183074
14349	3.502164502164502
20821	4.262923351158645
10246	6.808641975308642
10247	1.412280701754386
11116	6.802721088435374
11117	7.386458333333334
11118	5.752461322081575
11119	6.462659380692168
11120	5.238683127572016
11121	4.495460440985733
34736	4.014680483592401
37409	5.103682170542636
13492	3.5054644808743167
13493	1.3257575757575757
12413	97.13235294117646
41496	7.44021164021164
41495	7.797101449275362
34071	13.508274231678486
34318	6.999221183800623
27672	7.034420289855072
27673	13.540453074433657
27674	16.096774193548388
17240	40.18913857677903
22263	2.4952380952380953
22260	5.883905013192612
22261	5.864261168384879
22262	6.571625344352617
27337	5.315789473684211
27338	1.9545454545454546
37669	15.175635276532137
17386	1.818840579710145
17387	20.221745350500715
17388	22.886446886446887
5804	19.235690235690235
5805	10.319727891156463
5806	3.1666666666666665
